,taxi_no,date,time,lon,lat,speed,occupy,unknown,hour
1,B32C07,9/8/2009,0:01:09,114.1376,22.5459,0,0,0,0
2,B32C07,9/8/2009,0:02:07,114.1376,22.5459,0,0,0,0
3,B32C07,9/8/2009,0:04:03,114.1376,22.5459,0,0,0,0
4,B32C07,9/8/2009,0:04:31,114.1376,22.5459,0,0,0,0
5,B32C07,9/8/2009,0:05:29,114.1376,22.5459,0,0,0,0
6,B32C07,9/8/2009,0:06:27,114.1376,22.5459,0,0,0,0
7,B32C07,9/8/2009,0:07:25,114.1376,22.5459,0,0,0,0
8,B32C07,9/8/2009,0:08:52,114.1376,22.5459,0,0,0,0
9,B32C07,9/8/2009,0:09:21,114.1376,22.5459,0,0,0,0
10,B32C07,9/8/2009,0:09:50,114.1376,22.5459,0,0,0,0
11,B32C07,9/8/2009,0:09:50,114.1376,22.5459,0,0,0,0
12,B32C07,9/8/2009,0:09:50,114.1376,22.5459,0,0,0,0
13,B32C07,9/8/2009,0:09:50,114.1376,22.5459,0,0,0,0
14,B32C07,9/8/2009,0:11:16,114.1376,22.5459,0,0,0,0
15,B32C07,9/8/2009,0:11:45,114.1376,22.5459,0,0,0,0
16,B32C07,9/8/2009,0:13:12,114.1376,22.5459,0,0,0,0
17,B32C07,9/8/2009,0:13:41,114.1376,22.5459,0,0,0,0
18,B32C07,9/8/2009,0:13:41,114.1376,22.5459,0,0,0,0
19,B32C07,9/8/2009,0:14:10,114.1376,22.5459,0,0,0,0
20,B32C07,9/8/2009,0:15:08,114.1376,22.5459,0,0,0,0
21,B32C07,9/8/2009,0:15:36,114.1376,22.5459,0,0,0,0
22,B32C07,9/8/2009,0:16:34,114.1374,22.546,0,0,0,0
23,B32C07,9/8/2009,0:17:03,114.1374,22.5459,0,0,0,0
24,B32C07,9/8/2009,0:18:30,114.1374,22.5459,0,0,0,0
25,B32C07,9/8/2009,0:18:30,114.1374,22.5459,0,0,0,0
26,B32C07,9/8/2009,0:18:59,114.1374,22.5459,0,0,0,0
27,B32C07,9/8/2009,0:19:28,114.1374,22.5459,0,0,0,0
28,B32C07,9/8/2009,0:19:57,114.1374,22.5459,0,0,0,0
29,B32C07,9/8/2009,0:20:26,114.1374,22.5459,0,0,0,0
30,B32C07,9/8/2009,0:22:21,114.1374,22.5459,0,0,0,0
31,B32C07,9/8/2009,0:22:50,114.1374,22.5459,0,0,0,0
32,B32C07,9/8/2009,0:22:50,114.1374,22.5459,0,0,0,0
33,B32C07,9/8/2009,0:22:50,114.1374,22.5459,0,0,0,0
34,B32C07,9/8/2009,0:22:50,114.1374,22.5459,0,0,0,0
35,B32C07,9/8/2009,0:22:50,114.1374,22.5459,0,0,0,0
36,B32C07,9/8/2009,0:22:50,114.1374,22.5459,0,0,0,0
37,B32C07,9/8/2009,0:22:50,114.1374,22.5459,0,0,0,0
38,B32C07,9/8/2009,0:22:50,114.1374,22.5459,0,0,0,0
39,B32C07,9/8/2009,0:22:50,114.1374,22.5459,0,0,0,0
40,B32C07,9/8/2009,0:22:50,114.1374,22.5459,0,0,0,0
41,B32C07,9/8/2009,0:22:50,114.1374,22.5459,0,0,0,0
42,B32C07,9/8/2009,0:22:50,114.1374,22.5459,0,0,0,0
43,B32C07,9/8/2009,0:22:50,114.1374,22.5459,0,0,0,0
44,B32C07,9/8/2009,0:22:50,114.1374,22.5459,0,0,0,0
45,B32C07,9/8/2009,0:22:50,114.1374,22.5459,0,0,0,0
46,B32C07,9/8/2009,0:23:19,114.1374,22.5459,0,0,0,0
47,B32C07,9/8/2009,0:23:19,114.1374,22.5459,0,0,0,0
48,B32C07,9/8/2009,0:23:19,114.1374,22.5459,0,0,0,0
49,B32C07,9/8/2009,0:24:17,114.1374,22.5459,0,0,0,0
50,B32C07,9/8/2009,0:24:17,114.1374,22.5459,0,0,0,0
51,B32C07,9/8/2009,0:24:46,114.1374,22.5459,0,0,0,0
52,B32C07,9/8/2009,0:25:15,114.1374,22.5459,0,0,0,0
53,B32C07,9/8/2009,0:25:43,114.1374,22.5459,0,0,0,0
54,B32C07,9/8/2009,0:26:41,114.1374,22.5459,0,0,0,0
55,B32C07,9/8/2009,0:27:39,114.1374,22.5459,0,0,0,0
56,B32C07,9/8/2009,0:28:08,114.1374,22.5459,0,0,0,0
57,B32C07,9/8/2009,0:28:37,114.1374,22.5459,0,0,0,0
58,B32C07,9/8/2009,0:29:06,114.1374,22.5459,0,0,0,0
59,B32C07,9/8/2009,0:29:34,114.1374,22.5459,0,0,0,0
60,B32C07,9/8/2009,0:30:04,114.1375,22.5459,0,0,0,0
61,B32C07,9/8/2009,0:30:33,114.1375,22.5459,0,0,0,0
62,B32C07,9/8/2009,0:31:02,114.1375,22.5459,0,0,0,0
63,B32C07,9/8/2009,0:31:31,114.1374,22.5459,0,0,0,0
64,B32C07,9/8/2009,0:32:28,114.1375,22.5459,0,0,0,0
65,B32C07,9/8/2009,0:33:55,114.1375,22.5459,0,0,0,0
66,B32C07,9/8/2009,0:36:20,114.1375,22.5459,0,0,0,0
67,B32C07,9/8/2009,0:37:18,114.1375,22.5459,0,0,0,0
68,B32C07,9/8/2009,0:37:49,114.1375,22.5459,0,0,0,0
69,B32C07,9/8/2009,0:38:15,114.1375,22.5459,0,0,0,0
70,B32C07,9/8/2009,0:38:44,114.1375,22.5459,0,0,0,0
71,B32C07,9/8/2009,0:39:13,114.1375,22.5459,0,0,0,0
72,B32C07,9/8/2009,0:39:42,114.1375,22.5459,0,0,0,0
73,B32C07,9/8/2009,0:39:42,114.1375,22.5459,0,0,0,0
74,B32C07,9/8/2009,0:40:11,114.1375,22.5459,0,0,0,0
75,B32C07,9/8/2009,0:40:40,114.1375,22.5459,0,0,0,0
76,B32C07,9/8/2009,0:41:09,114.1374,22.5459,0,0,0,0
77,B32C07,9/8/2009,0:42:07,114.1374,22.5459,0,0,0,0
78,B32C07,9/8/2009,0:42:35,114.1374,22.5459,0,0,0,0
79,B32C07,9/8/2009,0:43:04,114.1375,22.5459,0,0,0,0
80,B32C07,9/8/2009,0:43:33,114.1374,22.5459,0,0,0,0
81,B32C07,9/8/2009,0:43:33,114.1374,22.5459,0,0,0,0
82,B32C07,9/8/2009,0:44:02,114.1374,22.5459,0,0,0,0
83,B32C07,9/8/2009,0:44:31,114.1374,22.5459,0,0,0,0
84,B32C07,9/8/2009,0:45:00,114.1374,22.5459,0,0,0,0
85,B32C07,9/8/2009,0:45:58,114.1374,22.5459,0,0,0,0
86,B32C07,9/8/2009,0:46:56,114.1374,22.5459,0,0,0,0
87,B32C07,9/8/2009,0:47:25,114.1374,22.5459,0,0,0,0
88,B32C07,9/8/2009,0:47:25,114.1374,22.5459,0,0,0,0
89,B32C07,9/8/2009,0:47:54,114.1374,22.5459,0,0,0,0
90,B32C07,9/8/2009,0:48:23,114.1374,22.5459,0,0,0,0
91,B32C07,9/8/2009,0:48:51,114.1374,22.5459,0,0,0,0
92,B32C07,9/8/2009,0:49:20,114.1374,22.5459,0,0,0,0
93,B32C07,9/8/2009,0:50:18,114.1374,22.5459,0,0,0,0
94,B32C07,9/8/2009,0:50:47,114.1374,22.5459,0,0,0,0
95,B32C07,9/8/2009,0:51:45,114.1374,22.5459,0,0,0,0
96,B32C07,9/8/2009,0:52:14,114.1374,22.5459,0,0,0,0
97,B32C07,9/8/2009,0:52:43,114.1374,22.5459,0,0,0,0
98,B32C07,9/8/2009,0:53:11,114.1374,22.5459,0,0,0,0
99,B32C07,9/8/2009,0:53:40,114.1374,22.5459,0,0,0,0
100,B32C07,9/8/2009,0:54:09,114.1374,22.5459,0,0,0,0
101,B32C07,9/8/2009,0:54:38,114.1374,22.5459,0,0,0,0
102,B32C07,9/8/2009,0:55:07,114.1374,22.5459,0,0,0,0
103,B32C07,9/8/2009,0:56:05,114.1374,22.5459,0,0,0,0
104,B32C07,9/8/2009,0:56:05,114.1374,22.5459,0,0,0,0
105,B32C07,9/8/2009,0:56:05,114.1374,22.5459,0,0,0,0
106,B32C07,9/8/2009,0:56:05,114.1374,22.5459,0,0,0,0
107,B32C07,9/8/2009,0:56:05,114.1374,22.5459,0,0,0,0
108,B32C07,9/8/2009,0:56:05,114.1374,22.5459,0,0,0,0
109,B32C07,9/8/2009,0:56:34,114.1374,22.5459,0,0,0,0
110,B32C07,9/8/2009,0:57:32,114.1375,22.5459,0,0,0,0
111,B32C07,9/8/2009,0:58:29,114.1375,22.5459,0,0,0,0
112,B32C07,9/8/2009,0:59:57,114.1375,22.5459,0,0,0,0
113,B32C07,9/8/2009,0:59:57,114.1375,22.5459,0,0,0,0
114,B32C07,9/8/2009,1:00:25,114.1375,22.5459,0,0,0,1
115,B32C07,9/8/2009,1:01:52,114.1375,22.5459,0,0,0,1
116,B32C07,9/8/2009,1:02:21,114.1375,22.5459,0,0,0,1
117,B32C07,9/8/2009,1:04:17,114.1374,22.5459,0,0,0,1
118,B32C07,9/8/2009,1:05:14,114.1374,22.5459,0,0,0,1
119,B32C07,9/8/2009,1:06:12,114.1374,22.5459,0,0,0,1
120,B32C07,9/8/2009,1:06:41,114.1373,22.5459,0,0,0,1
121,B32C07,9/8/2009,1:08:37,114.1373,22.5458,0,0,0,1
122,B32C07,9/8/2009,1:09:05,114.1374,22.5459,0,0,0,1
123,B32C07,9/8/2009,1:09:34,114.1374,22.5459,0,0,0,1
124,B32C07,9/8/2009,1:10:04,114.1374,22.546,0,0,0,1
125,B32C07,9/8/2009,1:11:30,114.1373,22.5459,0,0,0,1
126,B32C07,9/8/2009,1:11:59,114.1373,22.5459,0,0,0,1
127,B32C07,9/8/2009,1:13:54,114.1374,22.5459,0,0,0,1
128,B32C07,9/8/2009,1:14:24,114.1374,22.5459,0,0,0,1
129,B32C07,9/8/2009,1:14:54,114.1374,22.5459,0,0,0,1
130,B32C07,9/8/2009,1:15:50,114.1373,22.5459,0,0,0,1
131,B32C07,9/8/2009,1:15:50,114.1373,22.5459,0,0,0,1
132,B32C07,9/8/2009,1:16:19,114.1374,22.5459,0,0,0,1
133,B32C07,9/8/2009,1:16:48,114.1374,22.5459,0,0,0,1
134,B32C07,9/8/2009,1:16:48,114.1374,22.5459,0,0,0,1
135,B32C07,9/8/2009,1:17:17,114.1374,22.5459,0,0,0,1
136,B32C07,9/8/2009,1:18:44,114.1374,22.5459,0,0,0,1
137,B32C07,9/8/2009,1:19:13,114.1374,22.546,0,0,0,1
138,B32C07,9/8/2009,1:19:42,114.1374,22.546,0,0,0,1
139,B32C07,9/8/2009,1:20:11,114.1374,22.5459,0,0,0,1
140,B32C07,9/8/2009,1:21:08,114.1374,22.5459,0,0,0,1
141,B32C07,9/8/2009,1:22:36,114.1374,22.546,0,0,0,1
142,B32C07,9/8/2009,1:23:04,114.1374,22.546,0,0,0,1
143,B32C07,9/8/2009,1:23:33,114.1374,22.546,0,0,0,1
144,B32C07,9/8/2009,1:24:02,114.1373,22.5459,0,0,0,1
145,B32C07,9/8/2009,1:24:31,114.1374,22.546,0,0,0,1
146,B32C07,9/8/2009,1:25:29,114.1374,22.546,0,0,0,1
147,B32C07,9/8/2009,1:26:55,114.1374,22.546,0,0,0,1
148,B32C07,9/8/2009,1:27:24,114.1374,22.546,0,0,0,1
149,B32C07,9/8/2009,1:27:53,114.1374,22.546,0,0,0,1
150,B32C07,9/8/2009,1:29:20,114.1374,22.5461,0,0,0,1
151,B32C07,9/8/2009,1:29:49,114.1374,22.5461,0,0,0,1
152,B32C07,9/8/2009,1:30:18,114.1374,22.5461,0,0,0,1
153,B32C07,9/8/2009,1:30:47,114.1373,22.546,0,0,0,1
154,B32C07,9/8/2009,1:31:16,114.1373,22.546,0,0,0,1
155,B32C07,9/8/2009,1:31:45,114.1373,22.5459,0,0,0,1
156,B32C07,9/8/2009,1:32:14,114.1373,22.5459,0,0,0,1
157,B32C07,9/8/2009,1:33:40,114.1373,22.5459,0,0,0,1
158,B32C07,9/8/2009,1:34:09,114.1374,22.5458,0,0,0,1
159,B32C07,9/8/2009,1:35:07,114.1374,22.5458,0,0,0,1
160,B32C07,9/8/2009,1:35:36,114.1374,22.5459,0,0,0,1
161,B32C07,9/8/2009,1:36:05,114.1373,22.5459,0,0,0,1
162,B32C07,9/8/2009,1:36:34,114.1373,22.5459,0,0,0,1
163,B32C07,9/8/2009,1:37:03,114.1373,22.5459,0,0,0,1
164,B32C07,9/8/2009,1:38:01,114.1373,22.5459,0,0,0,1
165,B32C07,9/8/2009,1:38:29,114.1373,22.546,0,0,0,1
166,B32C07,9/8/2009,1:38:59,114.1373,22.5459,0,0,0,1
167,B32C07,9/8/2009,1:39:27,114.1373,22.546,0,0,0,1
168,B32C07,9/8/2009,1:39:56,114.1374,22.5459,0,0,0,1
169,B32C07,9/8/2009,1:40:25,114.1373,22.546,0,0,0,1
170,B32C07,9/8/2009,1:40:54,114.1373,22.546,0,0,0,1
171,B32C07,9/8/2009,1:41:52,114.1373,22.546,0,0,0,1
172,B32C07,9/8/2009,1:42:50,114.1374,22.546,0,0,0,1
173,B32C07,9/8/2009,1:43:19,114.1374,22.5461,0,0,0,1
174,B32C07,9/8/2009,1:43:47,114.1373,22.546,0,0,0,1
175,B32C07,9/8/2009,1:44:16,114.1373,22.546,0,0,0,1
176,B32C07,9/8/2009,1:44:46,114.1373,22.546,0,0,0,1
177,B32C07,9/8/2009,1:45:43,114.1374,22.546,0,0,0,1
178,B32C07,9/8/2009,1:47:39,114.1373,22.5459,0,0,0,1
179,B32C07,9/8/2009,1:48:08,114.1373,22.5459,0,0,0,1
180,B32C07,9/8/2009,1:48:37,114.1374,22.5459,0,0,0,1
181,B32C07,9/8/2009,1:49:05,114.1374,22.546,0,0,0,1
182,B32C07,9/8/2009,1:49:05,114.1374,22.546,0,0,0,1
183,B32C07,9/8/2009,1:49:34,114.1374,22.546,0,0,0,1
184,B32C07,9/8/2009,1:50:03,114.1374,22.5459,0,0,0,1
185,B32C07,9/8/2009,1:50:32,114.1374,22.5459,0,0,0,1
186,B32C07,9/8/2009,1:50:32,114.1374,22.5459,0,0,0,1
187,B32C07,9/8/2009,1:51:01,114.1374,22.5459,0,0,0,1
188,B32C07,9/8/2009,1:51:59,114.1374,22.5458,0,0,0,1
189,B32C07,9/8/2009,1:52:28,114.1374,22.5458,0,0,0,1
190,B32C07,9/8/2009,1:53:26,114.1374,22.5459,0,0,0,1
191,B32C07,9/8/2009,1:53:55,114.1374,22.5459,0,0,0,1
192,B32C07,9/8/2009,1:54:24,114.1374,22.5459,0,0,0,1
193,B32C07,9/8/2009,1:55:51,114.1374,22.5459,0,0,0,1
194,B32C07,9/8/2009,1:55:51,114.1374,22.5459,0,0,0,1
195,B32C07,9/8/2009,1:55:51,114.1374,22.5459,0,0,0,1
196,B32C07,9/8/2009,1:56:19,114.1374,22.5459,0,0,0,1
197,B32C07,9/8/2009,1:56:48,114.1374,22.5459,0,0,0,1
198,B32C07,9/8/2009,1:57:17,114.1374,22.5459,0,0,0,1
199,B32C07,9/8/2009,1:58:15,114.1373,22.5459,0,0,0,1
200,B32C07,9/8/2009,1:58:44,114.1373,22.5459,0,0,0,1
201,B32C07,9/8/2009,1:59:12,114.1374,22.546,0,0,0,1
202,B32C07,9/8/2009,2:00:10,114.1374,22.5459,0,0,0,2
203,B32C07,9/8/2009,2:00:40,114.1374,22.5459,0,0,0,2
204,B32C07,9/8/2009,2:01:09,114.1374,22.5459,0,0,0,2
205,B32C07,9/8/2009,2:01:37,114.1374,22.5459,0,0,0,2
206,B32C07,9/8/2009,2:02:06,114.1374,22.5459,0,0,0,2
207,B32C07,9/8/2009,2:02:35,114.1374,22.5459,0,0,0,2
208,B32C07,9/8/2009,2:03:04,114.1374,22.5459,0,0,0,2
209,B32C07,9/8/2009,2:03:04,114.1374,22.5459,0,0,0,2
210,B32C07,9/8/2009,2:03:33,114.1374,22.5459,0,0,0,2
211,B32C07,9/8/2009,2:04:02,114.1373,22.5459,0,0,0,2
212,B32C07,9/8/2009,2:04:31,114.1373,22.5459,0,0,0,2
213,B32C07,9/8/2009,2:05:00,114.1373,22.5459,0,0,0,2
214,B32C07,9/8/2009,2:05:29,114.1373,22.5459,0,0,0,2
215,B32C07,9/8/2009,2:05:29,114.1373,22.5459,0,0,0,2
216,B32C07,9/8/2009,2:05:29,114.1373,22.5459,0,0,0,2
217,B32C07,9/8/2009,2:05:29,114.1373,22.5459,0,0,0,2
218,B32C07,9/8/2009,2:05:29,114.1373,22.5459,0,0,0,2
219,B32C07,9/8/2009,2:05:29,114.1373,22.5459,0,0,0,2
220,B32C07,9/8/2009,2:05:29,114.1373,22.5459,0,0,0,2
221,B32C07,9/8/2009,2:05:29,114.1373,22.5459,0,0,0,2
222,B32C07,9/8/2009,2:05:29,114.1373,22.5459,0,0,0,2
223,B32C07,9/8/2009,2:05:29,114.1373,22.5459,0,0,0,2
224,B32C07,9/8/2009,2:05:29,114.1373,22.5459,0,0,0,2
225,B32C07,9/8/2009,2:05:29,114.1373,22.5459,0,0,0,2
226,B32C07,9/8/2009,2:05:29,114.1373,22.5459,0,0,0,2
227,B32C07,9/8/2009,2:05:29,114.1373,22.5459,0,0,0,2
228,B32C07,9/8/2009,2:05:29,114.1373,22.5459,0,0,0,2
229,B32C07,9/8/2009,2:05:29,114.1373,22.5459,0,0,0,2
230,B32C07,9/8/2009,2:06:26,114.1373,22.5459,0,0,0,2
231,B32C07,9/8/2009,2:06:56,114.1373,22.5458,0,0,0,2
232,B32C07,9/8/2009,2:07:24,114.1373,22.5459,0,0,0,2
233,B32C07,9/8/2009,2:07:53,114.1373,22.5459,0,0,0,2
234,B32C07,9/8/2009,2:09:49,114.1374,22.546,0,0,0,2
235,B32C07,9/8/2009,2:11:45,114.1374,22.546,0,0,0,2
236,B32C07,9/8/2009,2:12:43,114.1374,22.546,0,0,0,2
237,B32C07,9/8/2009,2:13:12,114.1374,22.546,0,0,0,2
238,B32C07,9/8/2009,2:13:41,114.1374,22.546,0,0,0,2
239,B32C07,9/8/2009,2:14:09,114.1374,22.546,0,0,0,2
240,B32C07,9/8/2009,2:14:38,114.1374,22.546,0,0,0,2
241,B32C07,9/8/2009,2:15:07,114.1374,22.546,0,0,0,2
242,B32C07,9/8/2009,2:15:36,114.1374,22.546,0,0,0,2
243,B32C07,9/8/2009,2:16:05,114.1375,22.546,0,0,0,2
244,B32C07,9/8/2009,2:16:34,114.1375,22.546,0,0,0,2
245,B32C07,9/8/2009,2:17:02,114.1375,22.546,0,0,0,2
246,B32C07,9/8/2009,2:18:58,114.1375,22.546,0,0,0,2
247,B32C07,9/8/2009,2:19:56,114.1376,22.546,0,0,0,2
248,B32C07,9/8/2009,2:20:25,114.1376,22.546,0,0,0,2
249,B32C07,9/8/2009,2:21:51,114.1376,22.546,0,0,0,2
250,B32C07,9/8/2009,2:22:50,114.1376,22.546,0,0,0,2
251,B32C07,9/8/2009,2:23:19,114.1376,22.546,0,0,0,2
252,B32C07,9/8/2009,2:23:48,114.1376,22.546,0,0,0,2
253,B32C07,9/8/2009,2:24:46,114.1376,22.546,0,0,0,2
254,B32C07,9/8/2009,2:25:14,114.1376,22.546,0,0,0,2
255,B32C07,9/8/2009,2:26:41,114.1376,22.546,0,0,0,2
256,B32C07,9/8/2009,2:27:11,114.1376,22.546,0,0,0,2
257,B32C07,9/8/2009,2:27:39,114.1376,22.546,0,0,0,2
258,B32C07,9/8/2009,2:28:08,114.1376,22.546,0,0,0,2
259,B32C07,9/8/2009,2:28:37,114.1376,22.546,0,0,0,2
260,B32C07,9/8/2009,2:29:06,114.1376,22.546,0,0,0,2
261,B32C07,9/8/2009,2:31:30,114.1375,22.546,0,0,0,2
262,B32C07,9/8/2009,2:31:59,114.1375,22.546,0,0,0,2
263,B32C07,9/8/2009,2:32:28,114.1375,22.546,0,0,0,2
264,B32C07,9/8/2009,2:33:26,114.1375,22.546,0,0,0,2
265,B32C07,9/8/2009,2:33:55,114.1375,22.546,0,0,0,2
266,B32C07,9/8/2009,2:36:19,114.1374,22.546,0,0,0,2
267,B32C07,9/8/2009,2:36:48,114.1374,22.546,0,0,0,2
268,B32C07,9/8/2009,2:38:44,114.1374,22.546,0,0,0,2
269,B32C07,9/8/2009,2:39:41,114.1374,22.546,0,0,0,2
270,B32C07,9/8/2009,2:40:39,114.1374,22.546,0,0,0,2
271,B32C07,9/8/2009,2:41:37,114.1374,22.546,0,0,0,2
272,B32C07,9/8/2009,2:42:06,114.1374,22.546,0,0,0,2
273,B32C07,9/8/2009,2:44:31,114.1375,22.546,0,0,0,2
274,B32C07,9/8/2009,2:44:31,114.1375,22.546,0,0,0,2
275,B32C07,9/8/2009,2:45:00,114.1374,22.546,0,0,0,2
276,B32C07,9/8/2009,2:45:58,114.1374,22.546,0,0,0,2
277,B32C07,9/8/2009,2:49:20,114.1375,22.546,0,0,0,2
278,B32C07,9/8/2009,2:49:20,114.1375,22.546,0,0,0,2
279,B32C07,9/8/2009,2:49:20,114.1375,22.546,0,0,0,2
280,B32C07,9/8/2009,2:49:49,114.1375,22.546,0,0,0,2
281,B32C07,9/8/2009,2:50:18,114.1375,22.546,0,0,0,2
282,B32C07,9/8/2009,2:53:11,114.1376,22.5459,0,0,0,2
283,B32C07,9/8/2009,2:53:40,114.1376,22.5459,0,0,0,2
284,B32C07,9/8/2009,2:54:09,114.1376,22.5459,0,0,0,2
285,B32C07,9/8/2009,2:54:38,114.1376,22.5459,0,0,0,2
286,B32C07,9/8/2009,2:55:36,114.1376,22.5459,0,0,0,2
287,B32C07,9/8/2009,2:57:02,114.1375,22.5459,0,0,0,2
288,B32C07,9/8/2009,2:58:29,114.1374,22.5459,0,0,0,2
289,B32C07,9/8/2009,2:58:58,114.1374,22.5459,0,0,0,2
290,B32C07,9/8/2009,2:59:56,114.1374,22.5459,0,0,0,2
291,B32C07,9/8/2009,2:59:56,114.1374,22.5459,0,0,0,2
292,B32C07,9/8/2009,2:59:56,114.1374,22.5459,0,0,0,2
293,B32C07,9/8/2009,2:59:56,114.1374,22.5459,0,0,0,2
294,B32C07,9/8/2009,2:59:56,114.1374,22.5459,0,0,0,2
295,B32C07,9/8/2009,2:59:56,114.1374,22.5459,0,0,0,2
296,B32C07,9/8/2009,2:59:56,114.1374,22.5459,0,0,0,2
297,B32C07,9/8/2009,2:59:56,114.1374,22.5459,0,0,0,2
298,B32C07,9/8/2009,2:59:56,114.1374,22.5459,0,0,0,2
299,B32C07,9/8/2009,2:59:56,114.1374,22.5459,0,0,0,2
300,B32C07,9/8/2009,2:59:56,114.1374,22.5459,0,0,0,2
301,B32C07,9/8/2009,2:59:56,114.1374,22.5459,0,0,0,2
302,B32C07,9/8/2009,2:59:56,114.1374,22.5459,0,0,0,2
303,B32C07,9/8/2009,2:59:56,114.1374,22.5459,0,0,0,2
304,B32C07,9/8/2009,2:59:56,114.1374,22.5459,0,0,0,2
305,B32C07,9/8/2009,3:01:51,114.1375,22.5458,0,0,0,3
306,B32C07,9/8/2009,3:02:50,114.1375,22.5458,0,0,0,3
307,B32C07,9/8/2009,3:03:47,114.1375,22.5459,0,0,0,3
308,B32C07,9/8/2009,3:04:16,114.1375,22.5459,0,0,0,3
309,B32C07,9/8/2009,3:05:14,114.1375,22.5459,0,0,0,3
310,B32C07,9/8/2009,3:05:42,114.1375,22.5459,0,0,0,3
311,B32C07,9/8/2009,3:06:12,114.1375,22.5459,0,0,0,3
312,B32C07,9/8/2009,3:06:41,114.1376,22.5459,0,0,0,3
313,B32C07,9/8/2009,3:06:41,114.1376,22.5459,0,0,0,3
314,B32C07,9/8/2009,3:06:41,114.1376,22.5459,0,0,0,3
315,B32C07,9/8/2009,3:07:10,114.1376,22.5459,0,0,0,3
316,B32C07,9/8/2009,3:07:39,114.1376,22.5459,0,0,0,3
317,B32C07,9/8/2009,3:09:05,114.1375,22.5459,0,0,0,3
318,B32C07,9/8/2009,3:09:34,114.1375,22.5459,0,0,0,3
319,B32C07,9/8/2009,3:09:34,114.1375,22.5459,0,0,0,3
320,B32C07,9/8/2009,3:09:34,114.1375,22.5459,0,0,0,3
321,B32C07,9/8/2009,3:10:32,114.1375,22.5459,0,0,0,3
322,B32C07,9/8/2009,3:11:30,114.1375,22.5459,0,0,0,3
323,B32C07,9/8/2009,3:11:59,114.1375,22.5459,0,0,0,3
324,B32C07,9/8/2009,3:12:57,114.1375,22.5459,0,0,0,3
325,B32C07,9/8/2009,3:13:55,114.1375,22.5458,0,0,0,3
326,B32C07,9/8/2009,3:14:23,114.1375,22.5458,0,0,0,3
327,B32C07,9/8/2009,3:14:52,114.1375,22.5458,0,0,0,3
328,B32C07,9/8/2009,3:15:21,114.1375,22.5458,0,0,0,3
329,B32C07,9/8/2009,3:17:17,114.1374,22.5457,0,0,0,3
330,B32C07,9/8/2009,3:18:15,114.1374,22.5457,0,0,0,3
331,B32C07,9/8/2009,3:18:43,114.1374,22.5458,0,0,0,3
332,B32C07,9/8/2009,3:19:13,114.1374,22.5459,0,0,0,3
333,B32C07,9/8/2009,3:19:41,114.1374,22.5459,0,0,0,3
334,B32C07,9/8/2009,3:20:11,114.1374,22.5459,0,0,0,3
335,B32C07,9/8/2009,3:22:06,114.1374,22.5459,0,0,0,3
336,B32C07,9/8/2009,3:22:06,114.1374,22.5459,0,0,0,3
337,B32C07,9/8/2009,3:23:04,114.1374,22.5459,0,0,0,3
338,B32C07,9/8/2009,3:23:33,114.1374,22.5459,0,0,0,3
339,B32C07,9/8/2009,3:24:02,114.1374,22.5459,0,0,0,3
340,B32C07,9/8/2009,3:25:00,114.1374,22.5459,0,0,0,3
341,B32C07,9/8/2009,3:25:29,114.1374,22.5459,0,0,0,3
342,B32C07,9/8/2009,3:25:57,114.1374,22.5459,0,0,0,3
343,B32C07,9/8/2009,3:26:26,114.1374,22.5459,0,0,0,3
344,B32C07,9/8/2009,3:26:55,114.1374,22.5459,0,0,0,3
345,B32C07,9/8/2009,3:26:55,114.1374,22.5459,0,0,0,3
346,B32C07,9/8/2009,3:27:24,114.1374,22.5459,0,0,0,3
347,B32C07,9/8/2009,3:27:53,114.1374,22.5459,0,0,0,3
348,B32C07,9/8/2009,3:28:22,114.1374,22.5459,0,0,0,3
349,B32C07,9/8/2009,3:28:51,114.1374,22.5459,0,0,0,3
350,B32C07,9/8/2009,3:29:19,114.1374,22.5459,0,0,0,3
351,B32C07,9/8/2009,3:30:17,114.1374,22.5459,0,0,0,3
352,B32C07,9/8/2009,3:30:46,114.1374,22.5459,0,0,0,3
353,B32C07,9/8/2009,3:30:46,114.1374,22.5459,0,0,0,3
354,B32C07,9/8/2009,3:30:46,114.1374,22.5459,0,0,0,3
355,B32C07,9/8/2009,3:31:44,114.1374,22.5459,0,0,0,3
356,B32C07,9/8/2009,3:32:13,114.1374,22.5459,0,0,0,3
357,B32C07,9/8/2009,3:33:11,114.1374,22.5459,0,0,0,3
358,B32C07,9/8/2009,3:34:08,114.1374,22.5459,0,0,0,3
359,B32C07,9/8/2009,3:34:38,114.1374,22.5459,0,0,0,3
360,B32C07,9/8/2009,3:35:07,114.1374,22.5459,0,0,0,3
361,B32C07,9/8/2009,3:35:35,114.1374,22.5459,0,0,0,3
362,B32C07,9/8/2009,3:36:04,114.1374,22.5459,0,0,0,3
363,B32C07,9/8/2009,3:36:33,114.1374,22.5459,0,0,0,3
364,B32C07,9/8/2009,3:37:02,114.1374,22.5459,0,0,0,3
365,B32C07,9/8/2009,3:37:32,114.1374,22.5459,0,0,0,3
366,B32C07,9/8/2009,3:38:29,114.1374,22.5459,0,0,0,3
367,B32C07,9/8/2009,3:38:58,114.1374,22.5459,0,0,0,3
368,B32C07,9/8/2009,3:39:27,114.1374,22.5459,0,0,0,3
369,B32C07,9/8/2009,3:40:25,114.1374,22.5459,0,0,0,3
